from,from_name,from_lat,from_lon,to,to_name,to_lat,to_lon,year,value
TOTAL,Total,0,0,SVN,Slovenia,46.151241,14.995463,2001,39299
TOTAL,Total,0,0,SVN,Slovenia,46.151241,14.995463,2002,37898
TOTAL,Total,0,0,SVN,Slovenia,46.151241,14.995463,2003,41982
TOTAL,Total,0,0,SVN,Slovenia,46.151241,14.995463,2004,41608
TOTAL,Total,0,0,SVN,Slovenia,46.151241,14.995463,2005,43049
TOTAL,Total,0,0,SVN,Slovenia,46.151241,14.995463,2006,41673
TOTAL,Total,0,0,SVN,Slovenia,46.151241,14.995463,2007,42408
TOTAL,Total,0,0,SVN,Slovenia,46.151241,14.995463,2008,40757
TOTAL,Total,0,0,SVN,Slovenia,46.151241,14.995463,2009,38563
TOTAL,Total,0,0,SVN,Slovenia,46.151241,14.995463,2010,39860
TOTAL,Total,0,0,SVN,Slovenia,46.151241,14.995463,2011,34234
TOTAL,Total,0,0,SVN,Slovenia,46.151241,14.995463,2012,32953
TOTAL,Total,0,0,SVN,Slovenia,46.151241,14.995463,2013,32065
TOTAL,Total,0,0,SVN,Slovenia,46.151241,14.995463,2014,29002
TOTAL,Total,0,0,SVN,Slovenia,46.151241,14.995463,2015,30784
TOTAL,Total,0,0,SVN,Slovenia,46.151241,14.995463,2016,32600
TOTAL,Total,0,0,SVN,Slovenia,46.151241,14.995463,2017,34170.455
TOTAL,Total,0,0,SVN,Slovenia,46.151241,14.995463,2018,33515.443
TOTAL,Total,0,0,SVN,Slovenia,46.151241,14.995463,2019,34026.579
TOTAL,Total,0,0,SVN,Slovenia,46.151241,14.995463,2020,34003.863
TOTAL,Total,0,0,SVK,Slovakia,48.669026,19.699024,1990,249025
TOTAL,Total,0,0,SVK,Slovakia,48.669026,19.699024,1991,198870
TOTAL,Total,0,0,SVK,Slovakia,48.669026,19.699024,1992,222888
TOTAL,Total,0,0,SVK,Slovakia,48.669026,19.699024,1993,198105
TOTAL,Total,0,0,SVK,Slovakia,48.669026,19.699024,1994,203710
TOTAL,Total,0,0,SVK,Slovakia,48.669026,19.699024,1995,210880
TOTAL,Total,0,0,SVK,Slovakia,48.669026,19.699024,1996,235501
TOTAL,Total,0,0,SVK,Slovakia,48.669026,19.699024,1997,240167
TOTAL,Total,0,0,SVK,Slovakia,48.669026,19.699024,1998,249140
TOTAL,Total,0,0,SVK,Slovakia,48.669026,19.699024,1999,243945
TOTAL,Total,0,0,SVK,Slovakia,48.669026,19.699024,2000,265484
TOTAL,Total,0,0,SVK,Slovakia,48.669026,19.699024,2001,263569
TOTAL,Total,0,0,SVK,Slovakia,48.669026,19.699024,2002,273122
TOTAL,Total,0,0,SVK,Slovakia,48.669026,19.699024,2003,256076
TOTAL,Total,0,0,SVK,Slovakia,48.669026,19.699024,2004,264166
TOTAL,Total,0,0,SVK,Slovakia,48.669026,19.699024,2005,281273
TOTAL,Total,0,0,SVK,Slovakia,48.669026,19.699024,2006,264567
TOTAL,Total,0,0,SVK,Slovakia,48.669026,19.699024,2007,238667
TOTAL,Total,0,0,SVK,Slovakia,48.669026,19.699024,2008,238647
TOTAL,Total,0,0,SVK,Slovakia,48.669026,19.699024,2009,224072
TOTAL,Total,0,0,SVK,Slovakia,48.669026,19.699024,2010,232724
TOTAL,Total,0,0,SVK,Slovakia,48.669026,19.699024,2011,226185
TOTAL,Total,0,0,SVK,Slovakia,48.669026,19.699024,2012,184190
TOTAL,Total,0,0,SVK,Slovakia,48.669026,19.699024,2013,202729
TOTAL,Total,0,0,SVK,Slovakia,48.669026,19.699024,2014,184049
TOTAL,Total,0,0,SVK,Slovakia,48.669026,19.699024,2015,171542
TOTAL,Total,0,0,SVK,Slovakia,48.669026,19.699024,2016,168251
TOTAL,Total,0,0,SVK,Slovakia,48.669026,19.699024,2017,203191
TOTAL,Total,0,0,SVK,Slovakia,48.669026,19.699024,2018,169857
TOTAL,Total,0,0,SVK,Slovakia,48.669026,19.699024,2019,259722
TOTAL,Total,0,0,SVK,Slovakia,48.669026,19.699024,2020,167459
TOTAL,Total,0,0,TUR,Turkey,38.963745,35.243322,1990,124750
TOTAL,Total,0,0,TUR,Turkey,38.963745,35.243322,1991,154541
TOTAL,Total,0,0,TUR,Turkey,38.963745,35.243322,1992,169937
TOTAL,Total,0,0,TUR,Turkey,38.963745,35.243322,1993,189738
TOTAL,Total,0,0,TUR,Turkey,38.963745,35.243322,1994,203412
TOTAL,Total,0,0,TUR,Turkey,38.963745,35.243322,1995,263542
TOTAL,Total,0,0,TUR,Turkey,38.963745,35.243322,1996,318304
TOTAL,Total,0,0,TUR,Turkey,38.963745,35.243322,1997,380260
TOTAL,Total,0,0,TUR,Turkey,38.963745,35.243322,1998,393563
TOTAL,Total,0,0,TUR,Turkey,38.963745,35.243322,1999,468106
TOTAL,Total,0,0,TUR,Turkey,38.963745,35.243322,2000,560616
TOTAL,Total,0,0,TUR,Turkey,38.963745,35.243322,2001,614878
TOTAL,Total,0,0,TUR,Turkey,38.963745,35.243322,2002,667112
TOTAL,Total,0,0,TUR,Turkey,38.963745,35.243322,2003,803993
TOTAL,Total,0,0,TUR,Turkey,38.963745,35.243322,2004,843063
TOTAL,Total,0,0,TUR,Turkey,38.963745,35.243322,2005,1029654
TOTAL,Total,0,0,TUR,Turkey,38.963745,35.243322,2006,1171307
TOTAL,Total,0,0,TUR,Turkey,38.963745,35.243322,2007,1385956
TOTAL,Total,0,0,TUR,Turkey,38.963745,35.243322,2008,1424072
TOTAL,Total,0,0,TUR,Turkey,38.963745,35.243322,2009,1373446
TOTAL,Total,0,0,TUR,Turkey,38.963745,35.243322,2010,1456993
TOTAL,Total,0,0,TUR,Turkey,38.963745,35.243322,2011,1680569
TOTAL,Total,0,0,TUR,Turkey,38.963745,35.243322,2012,1759024
TOTAL,Total,0,0,TUR,Turkey,38.963745,35.243322,2013,1733986
TOTAL,Total,0,0,TUR,Turkey,38.963745,35.243322,2014,1886840
TOTAL,Total,0,0,TUR,Turkey,38.963745,35.243322,2015,1855031
TOTAL,Total,0,0,TUR,Turkey,38.963745,35.243322,2016,1775476
TOTAL,Total,0,0,TUR,Turkey,38.963745,35.243322,2017,2116077
TOTAL,Total,0,0,TUR,Turkey,38.963745,35.243322,2018,1925967
TOTAL,Total,0,0,TUR,Turkey,38.963745,35.243322,2019,1731656
TOTAL,Total,0,0,TUR,Turkey,38.963745,35.243322,2020,1843399.255
TOTAL,Total,0,0,UKR,Ukraine,48.379433,31.16558,1990,3418435
TOTAL,Total,0,0,UKR,Ukraine,48.379433,31.16558,1991,3457090
TOTAL,Total,0,0,UKR,Ukraine,48.379433,31.16558,1992,3377128
TOTAL,Total,0,0,UKR,Ukraine,48.379433,31.16558,1993,2887820
TOTAL,Total,0,0,UKR,Ukraine,48.379433,31.16558,1994,2494496
TOTAL,Total,0,0,UKR,Ukraine,48.379433,31.16558,1995,2477224
TOTAL,Total,0,0,UKR,Ukraine,48.379433,31.16558,1996,2778224
TOTAL,Total,0,0,UKR,Ukraine,48.379433,31.16558,1997,2433127
TOTAL,Total,0,0,UKR,Ukraine,48.379433,31.16558,1998,2089490
TOTAL,Total,0,0,UKR,Ukraine,48.379433,31.16558,1999,2338789
TOTAL,Total,0,0,UKR,Ukraine,48.379433,31.16558,2000,2310776
TOTAL,Total,0,0,UKR,Ukraine,48.379433,31.16558,2001,2221701
TOTAL,Total,0,0,UKR,Ukraine,48.379433,31.16558,2002,2194017
TOTAL,Total,0,0,UKR,Ukraine,48.379433,31.16558,2003,2357979
TOTAL,Total,0,0,UKR,Ukraine,48.379433,31.16558,2004,2424391
TOTAL,Total,0,0,UKR,Ukraine,48.379433,31.16558,2005,2348848
TOTAL,Total,0,0,UKR,Ukraine,48.379433,31.16558,2006,1959623
TOTAL,Total,0,0,UKR,Ukraine,48.379433,31.16558,2007,1882204
TOTAL,Total,0,0,UKR,Ukraine,48.379433,31.16558,2008,1975999
TOTAL,Total,0,0,UKR,Ukraine,48.379433,31.16558,2009,1426247
TOTAL,Total,0,0,UKR,Ukraine,48.379433,31.16558,2010,1375095
TOTAL,Total,0,0,UKR,Ukraine,48.379433,31.16558,2011,1683533
TOTAL,Total,0,0,UKR,Ukraine,48.379433,31.16558,2012,1237329
TOTAL,Total,0,0,UKR,Ukraine,48.379433,31.16558,2013,1051134
TOTAL,Total,0,0,UKR,Ukraine,48.379433,31.16558,2014,731493
TOTAL,Total,0,0,UKR,Ukraine,48.379433,31.16558,2015,618333
TOTAL,Total,0,0,UKR,Ukraine,48.379433,31.16558,2016,409787
TOTAL,Total,0,0,UKR,Ukraine,48.379433,31.16558,2017,523927
TOTAL,Total,0,0,UKR,Ukraine,48.379433,31.16558,2018,393516
TOTAL,Total,0,0,UKR,Ukraine,48.379433,31.16558,2019,442224.82
TOTAL,Total,0,0,UKR,Ukraine,48.379433,31.16558,2020,343593
TOTAL,Total,0,0,GBR,United Kingdom,55.378051,-3.435973,1990,287407
TOTAL,Total,0,0,GBR,United Kingdom,55.378051,-3.435973,1991,259228
TOTAL,Total,0,0,GBR,United Kingdom,55.378051,-3.435973,1992,220519
TOTAL,Total,0,0,GBR,United Kingdom,55.378051,-3.435973,1993,174702
TOTAL,Total,0,0,GBR,United Kingdom,55.378051,-3.435973,1994,118991
TOTAL,Total,0,0,GBR,United Kingdom,55.378051,-3.435973,1995,70045
TOTAL,Total,0,0,GBR,United Kingdom,55.378051,-3.435973,1996,71295
TOTAL,Total,0,0,GBR,United Kingdom,55.378051,-3.435973,1997,50623
TOTAL,Total,0,0,GBR,United Kingdom,55.378051,-3.435973,1998,38095
TOTAL,Total,0,0,GBR,United Kingdom,55.378051,-3.435973,1999,46303
TOTAL,Total,0,0,GBR,United Kingdom,55.378051,-3.435973,2000,93701
TOTAL,Total,0,0,GBR,United Kingdom,55.378051,-3.435973,2001,109673
TOTAL,Total,0,0,GBR,United Kingdom,55.378051,-3.435973,2002,217769
TOTAL,Total,0,0,GBR,United Kingdom,55.378051,-3.435973,2003,310675
TOTAL,Total,0,0,GBR,United Kingdom,55.378051,-3.435973,2004,478926
TOTAL,Total,0,0,GBR,United Kingdom,55.378051,-3.435973,2005,624135
TOTAL,Total,0,0,GBR,United Kingdom,55.378051,-3.435973,2006,878505
TOTAL,Total,0,0,GBR,United Kingdom,55.378051,-3.435973,2007,1216892
TOTAL,Total,0,0,GBR,United Kingdom,55.378051,-3.435973,2008,1430514
TOTAL,Total,0,0,GBR,United Kingdom,55.378051,-3.435973,2009,1672358
TOTAL,Total,0,0,GBR,United Kingdom,55.378051,-3.435973,2010,2182556
TOTAL,Total,0,0,GBR,United Kingdom,55.378051,-3.435973,2011,2150889
TOTAL,Total,0,0,GBR,United Kingdom,55.378051,-3.435973,2012,1995680
TOTAL,Total,0,0,GBR,United Kingdom,55.378051,-3.435973,2013,1937305
TOTAL,Total,0,0,GBR,United Kingdom,55.378051,-3.435973,2014,1717087
TOTAL,Total,0,0,GBR,United Kingdom,55.378051,-3.435973,2015,1783416.506
TOTAL,Total,0,0,GBR,United Kingdom,55.378051,-3.435973,2016,1896723.089
TOTAL,Total,0,0,GBR,United Kingdom,55.378051,-3.435973,2017,1861271.973
TOTAL,Total,0,0,GBR,United Kingdom,55.378051,-3.435973,2018,1861489.821
TOTAL,Total,0,0,GBR,United Kingdom,55.378051,-3.435973,2019,1864485.126
TOTAL,Total,0,0,KOS,Kosovo,42.602636,20.902977,2000,0
TOTAL,Total,0,0,KOS,Kosovo,42.602636,20.902977,2001,0
TOTAL,Total,0,0,KOS,Kosovo,42.602636,20.902977,2002,0
TOTAL,Total,0,0,KOS,Kosovo,42.602636,20.902977,2003,0
TOTAL,Total,0,0,KOS,Kosovo,42.602636,20.902977,2004,0
TOTAL,Total,0,0,KOS,Kosovo,42.602636,20.902977,2005,0
TOTAL,Total,0,0,KOS,Kosovo,42.602636,20.902977,2006,0
TOTAL,Total,0,0,KOS,Kosovo,42.602636,20.902977,2007,0
TOTAL,Total,0,0,KOS,Kosovo,42.602636,20.902977,2008,0
TOTAL,Total,0,0,KOS,Kosovo,42.602636,20.902977,2009,0
TOTAL,Total,0,0,KOS,Kosovo,42.602636,20.902977,2010,0
TOTAL,Total,0,0,KOS,Kosovo,42.602636,20.902977,2011,0
TOTAL,Total,0,0,KOS,Kosovo,42.602636,20.902977,2012,0
TOTAL,Total,0,0,KOS,Kosovo,42.602636,20.902977,2013,0
TOTAL,Total,0,0,KOS,Kosovo,42.602636,20.902977,2014,0
TOTAL,Total,0,0,KOS,Kosovo,42.602636,20.902977,2015,0
TOTAL,Total,0,0,KOS,Kosovo,42.602636,20.902977,2016,0
TOTAL,Total,0,0,KOS,Kosovo,42.602636,20.902977,2017,0
TOTAL,Total,0,0,KOS,Kosovo,42.602636,20.902977,2018,0
TOTAL,Total,0,0,KOS,Kosovo,42.602636,20.902977,2019,0
TOTAL,Total,0,0,KOS,Kosovo,42.602636,20.902977,2020,0
NLD,Netherlands,52.132633,5.291266,BEL,Belgium,50.503887,3.469936,1995,178873
DZA,Algeria,36.7538,3.0588,BEL,Belgium,50.503887,3.469936,1995,166505
NOR,Norway,60.472024,8.468946,BEL,Belgium,50.503887,3.469936,1995,117474
ARE,United Arab Emirates ,33.22661315,43.26623436,BEL,Belgium,50.503887,3.469936,1995,21813
NLD,Netherlands,52.132633,5.291266,BEL,Belgium,50.503887,3.469936,1996,219937
DZA,Algeria,36.7538,3.0588,BEL,Belgium,50.503887,3.469936,1996,168021
NOR,Norway,60.472024,8.468946,BEL,Belgium,50.503887,3.469936,1996,161895
ARE,United Arab Emirates ,33.22661315,43.26623436,BEL,Belgium,50.503887,3.469936,1996,2749
NLD,Netherlands,52.132633,5.291266,BEL,Belgium,50.503887,3.469936,2002,278396
NOR,Norway,60.472024,8.468946,BEL,Belgium,50.503887,3.469936,2002,207287
DZA,Algeria,36.7538,3.0588,BEL,Belgium,50.503887,3.469936,2002,132041
ARE,United Arab Emirates ,33.22661315,43.26623436,BEL,Belgium,50.503887,3.469936,2002,10172
NLD,Netherlands,52.132633,5.291266,BEL,Belgium,50.503887,3.469936,2018,331473.1
NOR,Norway,60.472024,8.468946,BEL,Belgium,50.503887,3.469936,2018,293721.2
QAT,Qatar,33.22192915,42.9431289,BEL,Belgium,50.503887,3.469936,2018,79898.1
GBR,United Kingdom,55.378051,-3.435973,BEL,Belgium,50.503887,3.469936,2018,16101
DEU,Germany,48.91603664,10.16177296,BEL,Belgium,50.503887,3.469936,2018,15047
NOR,Norway,60.472024,8.468946,BEL,Belgium,50.503887,3.469936,2020,341284.3
NLD,Netherlands,52.132633,5.291266,BEL,Belgium,50.503887,3.469936,2020,286129.6
QAT,Qatar,33.22192915,42.9431289,BEL,Belgium,50.503887,3.469936,2020,98578.8
RUS,Russia,55.7558,37.6173,BEL,Belgium,50.503887,3.469936,2020,55470.1
USA,United States of America,53.80463093,-16.35109482,BEL,Belgium,50.503887,3.469936,2020,22961.7
NOR,Norway,60.472024,8.468946,BEL,Belgium,50.503887,3.469936,2009,250426
NLD,Netherlands,52.132633,5.291266,BEL,Belgium,50.503887,3.469936,2009,243642
QAT,Qatar,33.22192915,42.9431289,BEL,Belgium,50.503887,3.469936,2009,240293
GBR,United Kingdom,55.378051,-3.435973,BEL,Belgium,50.503887,3.469936,2009,28959
RUS,Russia,55.7558,37.6173,BEL,Belgium,50.503887,3.469936,2009,19536
NOR,Norway,60.472024,8.468946,BEL,Belgium,50.503887,3.469936,2010,289031
NLD,Netherlands,52.132633,5.291266,BEL,Belgium,50.503887,3.469936,2010,230141
QAT,Qatar,33.22192915,42.9431289,BEL,Belgium,50.503887,3.469936,2010,220110
GBR,United Kingdom,55.378051,-3.435973,BEL,Belgium,50.503887,3.469936,2010,46154
DEU,Germany,48.91603664,10.16177296,BEL,Belgium,50.503887,3.469936,2010,19218
NLD,Netherlands,52.132633,5.291266,BEL,Belgium,50.503887,3.469936,2011,253793
QAT,Qatar,33.22192915,42.9431289,BEL,Belgium,50.503887,3.469936,2011,192335
NOR,Norway,60.472024,8.468946,BEL,Belgium,50.503887,3.469936,2011,188891
GBR,United Kingdom,55.378051,-3.435973,BEL,Belgium,50.503887,3.469936,2011,151206
DEU,Germany,48.91603664,10.16177296,BEL,Belgium,50.503887,3.469936,2011,22675
NLD,Netherlands,52.132633,5.291266,BEL,Belgium,50.503887,3.469936,2012,268580
NOR,Norway,60.472024,8.468946,BEL,Belgium,50.503887,3.469936,2012,239466
QAT,Qatar,33.22192915,42.9431289,BEL,Belgium,50.503887,3.469936,2012,85368
GBR,United Kingdom,55.378051,-3.435973,BEL,Belgium,50.503887,3.469936,2012,80547
DEU,Germany,48.91603664,10.16177296,BEL,Belgium,50.503887,3.469936,2012,35823
NLD,Netherlands,52.132633,5.291266,BEL,Belgium,50.503887,3.469936,2013,324548
NOR,Norway,60.472024,8.468946,BEL,Belgium,50.503887,3.469936,2013,238562
QAT,Qatar,33.22192915,42.9431289,BEL,Belgium,50.503887,3.469936,2013,60823
DEU,Germany,48.91603664,10.16177296,BEL,Belgium,50.503887,3.469936,2013,47935
GBR,United Kingdom,55.378051,-3.435973,BEL,Belgium,50.503887,3.469936,2013,41946
NLD,Netherlands,52.132633,5.291266,BEL,Belgium,50.503887,3.469936,2014,284652.6
NOR,Norway,60.472024,8.468946,BEL,Belgium,50.503887,3.469936,2014,215445.2
GBR,United Kingdom,55.378051,-3.435973,BEL,Belgium,50.503887,3.469936,2014,64312.9
QAT,Qatar,33.22192915,42.9431289,BEL,Belgium,50.503887,3.469936,2014,49361.3
DEU,Germany,48.91603664,10.16177296,BEL,Belgium,50.503887,3.469936,2014,13634.1
NLD,Netherlands,52.132633,5.291266,BEL,Belgium,50.503887,3.469936,2015,271425.5
NOR,Norway,60.472024,8.468946,BEL,Belgium,50.503887,3.469936,2015,214004.2
GBR,United Kingdom,55.378051,-3.435973,BEL,Belgium,50.503887,3.469936,2015,117663.7
QAT,Qatar,33.22192915,42.9431289,BEL,Belgium,50.503887,3.469936,2015,98474.2
DEU,Germany,48.91603664,10.16177296,BEL,Belgium,50.503887,3.469936,2015,8921.8
NLD,Netherlands,52.132633,5.291266,BEL,Belgium,50.503887,3.469936,2016,301575.9
NOR,Norway,60.472024,8.468946,BEL,Belgium,50.503887,3.469936,2016,225148.2
GBR,United Kingdom,55.378051,-3.435973,BEL,Belgium,50.503887,3.469936,2016,95684.3
QAT,Qatar,33.22192915,42.9431289,BEL,Belgium,50.503887,3.469936,2016,39731.1
DEU,Germany,48.91603664,10.16177296,BEL,Belgium,50.503887,3.469936,2016,29146
NLD,Netherlands,52.132633,5.291266,BEL,Belgium,50.503887,3.469936,2017,338802.9
NOR,Norway,60.472024,8.468946,BEL,Belgium,50.503887,3.469936,2017,251168.6
QAT,Qatar,33.22192915,42.9431289,BEL,Belgium,50.503887,3.469936,2017,44485.5
GBR,United Kingdom,55.378051,-3.435973,BEL,Belgium,50.503887,3.469936,2017,28229.7
DEU,Germany,48.91603664,10.16177296,BEL,Belgium,50.503887,3.469936,2017,15345.5
NLD,Netherlands,52.132633,5.291266,BEL,Belgium,50.503887,3.469936,2019,300105.6
NOR,Norway,60.472024,8.468946,BEL,Belgium,50.503887,3.469936,2019,266880.5
QAT,Qatar,33.22192915,42.9431289,BEL,Belgium,50.503887,3.469936,2019,177709.8
RUS,Russia,55.7558,37.6173,BEL,Belgium,50.503887,3.469936,2019,75176.1
GBR,United Kingdom,55.378051,-3.435973,BEL,Belgium,50.503887,3.469936,2019,39764
DZA,Algeria,36.7538,3.0588,BEL,Belgium,50.503887,3.469936,1990,159978
NLD,Netherlands,52.132633,5.291266,BEL,Belgium,50.503887,3.469936,1990,156577
NOR,Norway,60.472024,8.468946,BEL,Belgium,50.503887,3.469936,1990,65700
DZA,Algeria,36.7538,3.0588,BEL,Belgium,50.503887,3.469936,1991,168875
NLD,Netherlands,52.132633,5.291266,BEL,Belgium,50.503887,3.469936,1991,158610
NOR,Norway,60.472024,8.468946,BEL,Belgium,50.503887,3.469936,1991,75402
DZA,Algeria,36.7538,3.0588,BEL,Belgium,50.503887,3.469936,1992,183407
NLD,Netherlands,52.132633,5.291266,BEL,Belgium,50.503887,3.469936,1992,170180
NOR,Norway,60.472024,8.468946,BEL,Belgium,50.503887,3.469936,1992,71491
NLD,Netherlands,52.132633,5.291266,BEL,Belgium,50.503887,3.469936,1993,182939
DZA,Algeria,36.7538,3.0588,BEL,Belgium,50.503887,3.469936,1993,175314
NOR,Norway,60.472024,8.468946,BEL,Belgium,50.503887,3.469936,1993,82188
NLD,Netherlands,52.132633,5.291266,BEL,Belgium,50.503887,3.469936,1994,196139
DZA,Algeria,36.7538,3.0588,BEL,Belgium,50.503887,3.469936,1994,165037
NOR,Norway,60.472024,8.468946,BEL,Belgium,50.503887,3.469936,1994,93627
DZA,Algeria,36.7538,3.0588,BEL,Belgium,50.503887,3.469936,1997,184396
NLD,Netherlands,52.132633,5.291266,BEL,Belgium,50.503887,3.469936,1997,179300
NOR,Norway,60.472024,8.468946,BEL,Belgium,50.503887,3.469936,1997,161056
NLD,Netherlands,52.132633,5.291266,BEL,Belgium,50.503887,3.469936,1998,204660
NOR,Norway,60.472024,8.468946,BEL,Belgium,50.503887,3.469936,1998,203489
DZA,Algeria,36.7538,3.0588,BEL,Belgium,50.503887,3.469936,1998,170176
NOR,Norway,60.472024,8.468946,BEL,Belgium,50.503887,3.469936,1999,212318
NLD,Netherlands,52.132633,5.291266,BEL,Belgium,50.503887,3.469936,1999,207589
DZA,Algeria,36.7538,3.0588,BEL,Belgium,50.503887,3.469936,1999,166400
GBR,United Kingdom,55.378051,-3.435973,BEL,Belgium,50.503887,3.469936,1999,40700
NLD,Netherlands,52.132633,5.291266,BEL,Belgium,50.503887,3.469936,2000,214969
NOR,Norway,60.472024,8.468946,BEL,Belgium,50.503887,3.469936,2000,199298
DZA,Algeria,36.7538,3.0588,BEL,Belgium,50.503887,3.469936,2000,173459
GBR,United Kingdom,55.378051,-3.435973,BEL,Belgium,50.503887,3.469936,2000,29959
NLD,Netherlands,52.132633,5.291266,BEL,Belgium,50.503887,3.469936,2001,280178
NOR,Norway,60.472024,8.468946,BEL,Belgium,50.503887,3.469936,2001,202635
DZA,Algeria,36.7538,3.0588,BEL,Belgium,50.503887,3.469936,2001,89431
GBR,United Kingdom,55.378051,-3.435973,BEL,Belgium,50.503887,3.469936,2001,13375
NGA,Nigeria,33.00395653,-5.999048346,BEL,Belgium,50.503887,3.469936,2001,6295
NLD,Netherlands,52.132633,5.291266,BEL,Belgium,50.503887,3.469936,2003,240797
NOR,Norway,60.472024,8.468946,BEL,Belgium,50.503887,3.469936,2003,215374
DZA,Algeria,36.7538,3.0588,BEL,Belgium,50.503887,3.469936,2003,126371
NLD,Netherlands,52.132633,5.291266,BEL,Belgium,50.503887,3.469936,2004,282935
NOR,Norway,60.472024,8.468946,BEL,Belgium,50.503887,3.469936,2004,251582
DZA,Algeria,36.7538,3.0588,BEL,Belgium,50.503887,3.469936,2004,113551
RUS,Russia,55.7558,37.6173,BEL,Belgium,50.503887,3.469936,2004,15322
GBR,United Kingdom,55.378051,-3.435973,BEL,Belgium,50.503887,3.469936,2004,12964
NLD,Netherlands,52.132633,5.291266,BEL,Belgium,50.503887,3.469936,2005,221957
NOR,Norway,60.472024,8.468946,BEL,Belgium,50.503887,3.469936,2005,211617
DZA,Algeria,36.7538,3.0588,BEL,Belgium,50.503887,3.469936,2005,128211
RUS,Russia,55.7558,37.6173,BEL,Belgium,50.503887,3.469936,2005,33776
GBR,United Kingdom,55.378051,-3.435973,BEL,Belgium,50.503887,3.469936,2005,14475
NLD,Netherlands,52.132633,5.291266,BEL,Belgium,50.503887,3.469936,2006,254183
NOR,Norway,60.472024,8.468946,BEL,Belgium,50.503887,3.469936,2006,214725
DZA,Algeria,36.7538,3.0588,BEL,Belgium,50.503887,3.469936,2006,118639
RUS,Russia,55.7558,37.6173,BEL,Belgium,50.503887,3.469936,2006,28194
GBR,United Kingdom,55.378051,-3.435973,BEL,Belgium,50.503887,3.469936,2006,22460
NLD,Netherlands,52.132633,5.291266,BEL,Belgium,50.503887,3.469936,2007,274535
NOR,Norway,60.472024,8.468946,BEL,Belgium,50.503887,3.469936,2007,230194
QAT,Qatar,33.22192915,42.9431289,BEL,Belgium,50.503887,3.469936,2007,87502
GBR,United Kingdom,55.378051,-3.435973,BEL,Belgium,50.503887,3.469936,2007,36792
RUS,Russia,55.7558,37.6173,BEL,Belgium,50.503887,3.469936,2007,31528
NLD,Netherlands,52.132633,5.291266,BEL,Belgium,50.503887,3.469936,2008,271261
NOR,Norway,60.472024,8.468946,BEL,Belgium,50.503887,3.469936,2008,258852
QAT,Qatar,33.22192915,42.9431289,BEL,Belgium,50.503887,3.469936,2008,110123
RUS,Russia,55.7558,37.6173,BEL,Belgium,50.503887,3.469936,2008,33798
GBR,United Kingdom,55.378051,-3.435973,BEL,Belgium,50.503887,3.469936,2008,22189
DZA,Algeria,36.7538,3.0588,ESP,Spain,40.463667,-3.74922,1995,213607
NOR,Norway,60.472024,8.468946,ESP,Spain,40.463667,-3.74922,1995,57425
LBY,Libya,32.8872,13.1913,ESP,Spain,40.463667,-3.74922,1995,54497
ARE,United Arab Emirates ,33.22661315,43.26623436,ESP,Spain,40.463667,-3.74922,1995,13849
AUS,Australia,31.64589387,20.30408282,ESP,Spain,40.463667,-3.74922,1995,10503
DZA,Algeria,36.7538,3.0588,ESP,Spain,40.463667,-3.74922,1996,236808
NOR,Norway,60.472024,8.468946,ESP,Spain,40.463667,-3.74922,1996,58408
LBY,Libya,32.8872,13.1913,ESP,Spain,40.463667,-3.74922,1996,50435
ARE,United Arab Emirates ,33.22661315,43.26623436,ESP,Spain,40.463667,-3.74922,1996,39398
AUS,Australia,31.64589387,20.30408282,ESP,Spain,40.463667,-3.74922,1996,1760
DZA,Algeria,36.7538,3.0588,ESP,Spain,40.463667,-3.74922,1997,361696
NOR,Norway,60.472024,8.468946,ESP,Spain,40.463667,-3.74922,1997,72169
ARE,United Arab Emirates ,33.22661315,43.26623436,ESP,Spain,40.463667,-3.74922,1997,49917
LBY,Libya,32.8872,13.1913,ESP,Spain,40.463667,-3.74922,1997,46168
QAT,Qatar,33.22192915,42.9431289,ESP,Spain,40.463667,-3.74922,1997,6904
DZA,Algeria,36.7538,3.0588,ESP,Spain,40.463667,-3.74922,1998,373856
NOR,Norway,60.472024,8.468946,ESP,Spain,40.463667,-3.74922,1998,96187
LBY,Libya,32.8872,13.1913,ESP,Spain,40.463667,-3.74922,1998,38021
ARE,United Arab Emirates ,33.22661315,43.26623436,ESP,Spain,40.463667,-3.74922,1998,25986
QAT,Qatar,33.22192915,42.9431289,ESP,Spain,40.463667,-3.74922,1998,20688
DZA,Algeria,36.7538,3.0588,ESP,Spain,40.463667,-3.74922,1999,416533
NOR,Norway,60.472024,8.468946,ESP,Spain,40.463667,-3.74922,1999,96406
LBY,Libya,32.8872,13.1913,ESP,Spain,40.463667,-3.74922,1999,40329
QAT,Qatar,33.22192915,42.9431289,ESP,Spain,40.463667,-3.74922,1999,35323
TTO,Trinidad and Tobago,45.66121643,-16.20887166,ESP,Spain,40.463667,-3.74922,1999,29541
DZA,Algeria,36.7538,3.0588,ESP,Spain,40.463667,-3.74922,2000,433743
NOR,Norway,60.472024,8.468946,ESP,Spain,40.463667,-3.74922,2000,96681
NGA,Nigeria,33.00395653,-5.999048346,ESP,Spain,40.463667,-3.74922,2000,78541
TTO,Trinidad and Tobago,45.66121643,-16.20887166,ESP,Spain,40.463667,-3.74922,2000,36334
LBY,Libya,32.8872,13.1913,ESP,Spain,40.463667,-3.74922,2000,33442
DZA,Algeria,36.7538,3.0588,ESP,Spain,40.463667,-3.74922,2001,406273
